Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-563.799	-593.2242	29.42519	0.424515	0.045142	0.19983	0.106572	0.178201	0.0497475	0.160657	0.22601	0.257937	0.187139	0.148437	0.00110059	0.0166428	0.0406914	0.0252138	0.00923495	0.0539778	0.0550639	0.081516	0.0353901	0.106322	0.260242	0.210514	0.00946087	0.0390909	0.00998029	0.514945	0.00416872	0.0224801	0.205807	0.462565	0.786213	1.27192	2.16186	4.85891	1.143038	0.121979	0.012971	0.0574189	0.0306221	0.0512039	0.0142943	0.0461628	0.0649412	0.0741151	0.053772	0.0426517	0.000316241	0.00478211	0.0116922	0.00724488	0.00265355	0.0155099	0.0158219	0.0234226	0.0101689	0.0305503	0.0747773	0.0604888	0.00271847	0.0112323	0.00286772	0.147963	0.00119783	0.00645939	0.501358	0.498642	0.5013581	3.480222
396	-564.0227	-595.6251	31.60239	0.392901	0.0299602	0.100323	0.020301	0.0599733	0.132839	0.0864396	0.0690956	0.182441	0.172237	0.0767501	0.0158695	0.016107	0.040764	0.0297505	0.0129871	0.0940077	0.0190504	0.0238679	0.069629	0.0293999	0.0769612	0.0162236	0.00533573	0.0342772	0.0408452	0.237746	0.0381435	0.000237564	0.194532	0.450028	0.779502	1.28287	2.22208	5.14054	1.183777	0.184941	0.0141025	0.0472227	0.00955584	0.0282299	0.0625284	0.0406877	0.0325238	0.0858764	0.0810731	0.0361268	0.00746988	0.00758168	0.0191879	0.0140038	0.00611314	0.0442501	0.00896717	0.0112348	0.0327749	0.0138387	0.0362262	0.00763654	0.00251156	0.0161345	0.0192261	0.111909	0.0179544	0.000111823	0.433698	0.566302	0.4336984	2.124464
432	-570.2689	-602.6793	32.41049	0.190541	0.0294524	0.0909989	0.0293878	0.0285929	0.0355315	0.0687873	0.206838	0.0674394	0.069951	0.0335396	0.00553556	0.00843197	0.013829	0.0205089	0.00518426	0.0212063	0.00423922	0.0373564	0.00622602	0.0213467	0.0645441	0.0131295	0.0178517	0.00974357	0.022281	0.130012	0.0210392	0.000826401	0.114849	0.348034	0.71944	1.38997	2.87328	8.70708	1.56482	0.14952	0.0231117	0.071408	0.023061	0.0224373	0.027882	0.0539783	0.162308	0.0529206	0.0548915	0.026319	0.00434382	0.00661668	0.0108518	0.0160936	0.00406816	0.0166409	0.00332657	0.0293141	0.00488564	0.016751	0.0506486	0.0103029	0.0140085	0.00764591	0.0174842	0.102022	0.0165098	0.000648488	0.557977	0.442023	0.5579767	1.274351
468	-569.5284	-600.3135	30.78516	0.140982	0.0219674	0.123101	0.0605632	0.0961573	0.224661	0.220206	0.0993736	0.244609	0.134358	0.117695	0.00308879	0.0182765	0.0101645	0.0273609	0.0294395	0.0400217	0.00732661	0.0336287	0.122092	0.0293621	0.179094	0.0186834	0.0597581	0.305435	0.448516	0.114828	0.0528708	0.0236189	0.446538	0.674893	0.884554	1.13051	1.48172	2.23945	0.5829606	0.0468809	0.00730485	0.040935	0.0201392	0.0319753	0.0747069	0.0732254	0.0330448	0.08134	0.0446782	0.0391373	0.00102712	0.00607749	0.00338001	0.00909835	0.00978956	0.0133084	0.00243633	0.0111826	0.0405993	0.0097638	0.0595542	0.00621281	0.0198714	0.101567	0.149145	0.0381838	0.0175812	0.007854	0.63537	0.36463	0.6353698	3.007238
504	-564.413	-596.1602	31.74712	0.29051	0.0234516	0.0685877	0.0102766	0.0264386	0.104225	0.117888	0.089899	0.0736857	0.166621	0.106838	0.00292759	0.0250321	0.01148	0.0262514	0.00134555	0.0419184	0.0815133	0.03065	0.07311	0.0233201	0.0868453	0.0147867	0.11239	0.128886	0.12731	0.0429933	0.0145684	0.030843	0.166693	0.417376	0.761398	1.31337	2.39592	5.99904	1.295449	0.148629	0.0119982	0.0350906	0.00525766	0.0135264	0.0533229	0.0603132	0.0459937	0.0376988	0.0852462	0.05466	0.0014978	0.0128068	0.00587335	0.0134306	0.000688406	0.0214461	0.0417035	0.015681	0.0374042	0.0119309	0.0444314	0.0075651	0.0575007	0.0659399	0.0651337	0.021996	0.00745342	0.0157798	0.622781	0.377219	0.6227808	1.954592
540	-566.202	-596.6982	30.49616	0.385391	0.00623999	0.129576	0.03949	0.0426429	0.154629	0.107731	0.188136	0.281517	0.0425246	0.0877493	0.0265591	0.0222867	0.0765869	0.0912199	0.0438098	0.0181913	0.154555	0.0341823	0.0316758	0.281911	0.184972	0.0359867	0.149947	0.122799	0.179718	0.0261703	0.00314034	0.0473626	0.292232	0.548825	0.829293	1.20585	1.82207	3.42194	0.8895247	0.128605	0.00208229	0.0432397	0.0131778	0.01423	0.0515998	0.03595	0.062781	0.0939423	0.0141905	0.029282	0.00886279	0.00743708	0.0255571	0.0304401	0.0146193	0.00607046	0.0515751	0.0114066	0.0105702	0.0940737	0.0617254	0.0120088	0.0500373	0.0409779	0.0599719	0.00873302	0.00104793	0.0158049	0.630505	0.369495	0.6305054	2.996702
576	-564.864	-596.5738	31.70978	0.192702	0.0499938	0.0511806	0.0250404	0.098227	0.0950462	0.0420433	0.118497	0.141542	0.0614747	0.0396898	0.0206497	0.00677366	0.0296176	0.0354078	0.003166	0.000620541	0.0481786	0.0167816	0.0361535	0.372592	0.122581	0.00979537	0.0157231	0.0713038	0.123261	0.0625207	0.00244525	0.00712534	0.141594	0.385445	0.742725	1.34639	2.5944	7.06245	1.413449	0.101415	0.0263107	0.0269353	0.0131782	0.0516948	0.0500208	0.0221265	0.0623627	0.0744907	0.0323528	0.0208879	0.0108675	0.00356483	0.0155871	0.0186344	0.0016662	0.000326578	0.0253554	0.00883182	0.0190268	0.196087	0.0645118	0.00515509	0.00827476	0.0375257	0.0648696	0.0329033	0.00128689	0.00374991	0.491863	0.508137	0.4918627	1.900134
612	-571.9304	-604.3106	32.38016	0.0488967	0.0301695	0.00389837	0.00665021	0.013785	0.0646467	0.0179875	0.0476436	0.0618117	0.0218764	0.0107922	0.003706	0.00642184	0.00960385	0.00653046	0.00545262	0.000489014	0.0120661	0.0176116	0.00355414	0.00322423	0.00630403	0.0414705	0.0349965	0.00257135	0.0743929	0.0651669	0.00467061	0.00651606	0.0491738	0.230121	0.632327	1.58146	4.34555	20.336	2.178168	0.0772574	0.0476682	0.00615947	0.0105074	0.0217805	0.102143	0.0284204	0.0752775	0.0976633	0.0345649	0.0170519	0.00585552	0.0101466	0.0151742	0.0103182	0.0086152	0.000772649	0.0190646	0.0278266	0.00561558	0.00509432	0.00996044	0.0655238	0.0552949	0.00406277	0.117542	0.102964	0.00737961	0.0102954	0.624672	0.375328	0.6246718	0.6329064
648	-563.6723	-596.0408	32.36857	0.176536	0.0365735	0.030159	0.0324463	0.0333239	0.0820013	0.0444385	0.155042	0.151587	0.0268267	0.0541526	0.00377858	0.0131104	0.0212585	0.0143026	0.0050973	0.161616	0.0134563	0.0602501	0.0227425	0.00274106	0.0677185	0.0132783	0.0216719	0.023801	0.000913038	0.030312	0.00988468	0.0750997	0.130972	0.371062	0.733965	1.36246	2.69497	7.6352	1.469832	0.127544	0.0264237	0.0217893	0.0234418	0.0240759	0.0592444	0.032106	0.112015	0.109519	0.0193818	0.0391242	0.00272995	0.00947202	0.0153589	0.0103334	0.0036827	0.116765	0.00972191	0.0435295	0.016431	0.00198036	0.0489253	0.00959335	0.0156576	0.0171958	0.000659653	0.0218999	0.00714149	0.0542581	0.632802	0.367198	0.6328019	1.38412
684	-567.6674	-600.2769	32.60955	0.120754	0.0185951	0.0302144	0.020727	0.0326975	0.0226124	0.0408755	0.0429644	0.065111	0.0824922	0.0160429	0.00237994	0.00252268	0.00984806	0.0037695	0.00687756	0.0681805	0.0312935	0.0569068	0.00225267	0.00122572	0.0155781	0.0132071	0.00224449	0.00649118	0.00122785	0.0125417	0.0159576	0.0662017	0.0785035	0.289091	0.678973	1.47281	3.45912	12.7383	1.83993	0.14875	0.0229062	0.0372194	0.0255323	0.0402781	0.0278549	0.0503521	0.0529253	0.0802063	0.101617	0.0197623	0.00293171	0.00310754	0.0121312	0.00464342	0.00847206	0.0839876	0.0385486	0.0701001	0.00277493	0.00150989	0.0191897	0.016269	0.00276486	0.0079961	0.00151252	0.0154494	0.0196572	0.0815499	0.537487	0.462513	0.5374866	0.8117935
720	-569.0426	-601.0364	31.99374	0.196116	0.0301072	0.0637503	0.0478934	0.0715265	0.04712	0.0240999	0.0951059	0.141526	0.176357	0.0398256	0.00337861	0.0113998	0.0265464	0.0257302	0.0136795	0.163318	0.11216	0.11305	0.00999951	0.00161355	0.0157372	0.000444383	0.0142304	0.0142746	0.0329678	0.0150578	0.00266383	0.0299688	0.103494	0.330805	0.708134	1.41216	3.02293	9.66236	1.640092	0.127377	0.0195546	0.0414057	0.0311067	0.0464564	0.0306044	0.0156528	0.0617712	0.0919211	0.114544	0.0258667	0.00219441	0.00740417	0.0172418	0.0167117	0.00888481	0.106075	0.0728479	0.0734261	0.00649467	0.001048	0.0102213	0.000288627	0.00924261	0.00927132	0.0214125	0.00978003	0.00173016	0.0194647	0.496806	0.503194	0.4968056	1.539648
756	-569.3874	-600.1737	30.78632	0.317502	0.00623225	0.267616	0.0334848	0.136438	0.00385741	0.109513	0.285187	0.243789	0.0501003	0.211706	0.011326	0.0282976	0.0437619	0.0155573	0.00546628	0.210977	0.150699	0.0655061	0.0136989	0.0138973	0.0340626	0.0239441	0.0148479	0.0122214	0.0190425	0.148862	0.018882	0.134477	0.190033	0.444922	0.776732	1.28745	2.24759	5.26223	1.200696	0.120679	0.00236882	0.101718	0.0127273	0.0518588	0.00146616	0.0416246	0.108397	0.092662	0.0190426	0.0804674	0.00430491	0.0107556	0.0166335	0.00591319	0.00207768	0.0801904	0.0572793	0.0248982	0.0052068	0.00528221	0.0129469	0.00910092	0.00564354	0.00464525	0.00723789	0.056581	0.00717685	0.0511135	0.521168	0.478832	0.5211681	2.630954
792	-565.1683	-594.1926	29.02425	0.651976	0.000430508	0.0909739	0.106157	0.182503	0.135489	0.169205	0.130054	0.279651	0.0997757	0.0974357	0.0223707	0.0503783	0.0558908	0.0129919	0.0202121	0.259569	0.117521	0.0489892	0.0074632	0.0978451	0.0778834	0.0445727	0.592015	0.110293	0.0403498	0.153419	0.0668082	0.0366738	0.229689	0.488007	0.799456	1.25085	2.04915	4.35372	1.063656	0.173449	0.00011453	0.0242023	0.0282414	0.0485523	0.0360449	0.0450145	0.0345989	0.0743971	0.0265439	0.0259214	0.0059514	0.0134024	0.0148689	0.00345629	0.00537713	0.0690545	0.0312647	0.0130329	0.00198548	0.0260303	0.0207198	0.0118579	0.157497	0.0293419	0.0107345	0.0408148	0.0177733	0.00975654	0.570451	0.429549	0.5704509	3.758896
828	-569.4337	-601.865	32.43129	0.344773	0.0220929	0.0459868	0.0112357	0.0468685	0.0559302	0.0201295	0.123992	0.115871	0.0413092	0.0283326	0.00330362	0.0155845	0.00827873	0.0328105	0.00371892	0.00853717	0.00692806	0.0202441	0.0358547	0.0102609	0.0783066	0.0060609	0.0408768	0.0882117	0.0261887	0.0046277	0.0307199	0.0030847	0.119355	0.354627	0.723664	1.38186	2.81986	8.37839	1.536996	0.269329	0.0172585	0.0359238	0.00877707	0.0366126	0.0436914	0.0157247	0.0968594	0.0905159	0.0322698	0.0221328	0.00258071	0.0121743	0.00646715	0.0256308	0.00290513	0.00666904	0.00541204	0.0158142	0.0280089	0.00801558	0.0611713	0.00473464	0.031932	0.068909	0.020458	0.00361505	0.0239976	0.0024097	0.444476	0.555524	0.4444762	1.28012
864	-560.9572	-592.7582	31.80092	0.327014	0.055027	0.0297521	0.0101734	0.0825378	0.0642918	0.0440504	0.120118	0.192898	0.00992528	0.0280768	0.00326535	0.00880281	0.0271131	0.0219672	0.00201514	0.0108489	0.0532677	0.00425472	0.00497211	0.0890626	0.0151119	0.0341597	0.253775	0.104192	0.0280317	0.0359262	0.0814934	0.0038962	0.117885	0.352491	0.722301	1.38446	2.83695	8.48286	1.545955	0.187291	0.0315157	0.01704	0.0058266	0.047272	0.0368219	0.025229	0.0687952	0.110479	0.00568452	0.0160804	0.00187017	0.00504164	0.0155285	0.0125813	0.00115413	0.0062135	0.0305081	0.00243681	0.00284769	0.0510089	0.00865505	0.0195643	0.145345	0.059674	0.0160546	0.0205761	0.0466738	0.00223148	0.41516	0.58484	0.41516	1.74602
900	-560.2665	-592.4553	32.18877	0.168348	0.0306075	0.0635986	0.0035588	0.0193863	0.032528	0.073159	0.0991335	0.138684	0.0641627	0.0651612	0.00663496	0.0171254	0.0221459	0.0185772	0.00383828	0.0174035	0.154247	0.0219123	0.0095327	0.0520569	0.0130467	0.00349941	0.108619	0.100495	0.0235265	0.0844922	0.031425	0.0665267	0.129087	0.368447	0.732347	1.36547	2.7141	7.74672	1.480317	0.111236	0.0202239	0.0420227	0.00235147	0.0128095	0.0214929	0.0483398	0.0655024	0.0916352	0.0423954	0.0430552	0.00438405	0.0113156	0.0146329	0.0122749	0.00253614	0.0114994	0.101919	0.0144785	0.00629873	0.0343966	0.00862059	0.00231223	0.07177	0.0664023	0.0155451	0.0558282	0.0207641	0.0439575	0.573702	0.426298	0.5737022	1.513433
936	-572.418	-603.9171	31.49916	0.329873	0.00138174	0.160042	0.0508596	0.12168	0.0526652	0.17813	0.0363289	0.0747233	0.0736694	0.0774047	0.00941204	0.0121664	0.0596369	0.0438206	0.033972	0.0136094	0.0544337	0.0120134	0.00149155	0.0509256	0.0040999	0.00298823	0.201841	0.0673369	0.0179425	0.0734081	0.0606214	0.122478	0.129657	0.369239	0.732838	1.36456	2.70827	7.71268	1.477132	0.165023	0.000691231	0.0800626	0.0254431	0.0608718	0.0263464	0.0891115	0.018174	0.0373812	0.036854	0.0387226	0.00470848	0.0060864	0.029834	0.0219217	0.0169949	0.00680825	0.0272311	0.00600985	0.000746163	0.0254761	0.00205102	0.0014949	0.100973	0.033686	0.00897594	0.0367232	0.0303266	0.0612713	0.67781	0.32219	0.6778103	1.998955
972	-566.7263	-596.5976	29.87124	0.82779	0.00302805	0.124937	0.0150078	0.129353	0.0972892	0.158541	0.20946	0.306467	0.210273	0.0656838	0.0131636	0.0329279	0.117148	0.0174515	1.14769e-05	0.0704703	0.0137053	0.0129577	0.00775213	0.0217732	0.181964	0.0316391	0.003055	0.0235578	0.0249353	0.0145531	0.584922	0.0376946	0.285446	0.542572	0.826334	1.21016	1.84307	3.50329	0.9065131	0.246549	0.000901873	0.0372113	0.00446991	0.0385265	0.0289766	0.0472199	0.0623854	0.0912779	0.0626276	0.0195632	0.00392065	0.00980722	0.0348914	0.00519775	3.41829e-06	0.0209888	0.004082	0.0038593	0.00230889	0.00648494	0.0541961	0.00942338	0.000909899	0.00701645	0.00742671	0.0043345	0.174213	0.011227	0.623329	0.376671	0.6233294	3.357512
1008	-568.1947	-595.9332	27.73852	0.699696	0.0168117	0.187504	0.103758	0.21053	0.0872733	0.273819	0.224594	0.309175	0.139479	0.114235	0.0305153	0.101467	0.0867061	0.0381373	0.000398675	0.0930532	0.0129866	0.0597249	0.0280204	0.0462219	0.14552	0.0468406	0.341	0.0616978	0.0434431	0.0919126	1.02797	0.0338819	0.345448	0.595481	0.850673	1.17554	1.67932	2.8948	0.7685604	0.150266	0.00361048	0.0402683	0.0222829	0.0452133	0.0187428	0.0588053	0.0482337	0.0663983	0.0299545	0.0245331	0.00655345	0.0217911	0.018621	0.00819035	8.56192e-05	0.0199841	0.002789	0.0128265	0.00601765	0.00992661	0.0312518	0.0100595	0.0732331	0.0132502	0.00932982	0.0197391	0.220766	0.00727646	0.46355	0.53645	0.4635502	4.656367
1044	-569.0386	-598.7557	29.71711	0.55821	0.0246143	0.218255	0.0255398	0.0360994	0.0813324	0.176768	0.0884147	0.502576	0.0846345	0.244493	0.0033454	0.0153713	0.0687407	0.0384281	0.00185906	0.0954702	0.0162456	0.0980804	0.0155786	0.00872047	0.0428216	0.107676	0.0526068	0.0618563	0.041717	0.234505	0.439649	0.0468999	0.273979	0.53183	0.821195	1.21774	1.8803	3.64992	0.9361607	0.162719	0.00717511	0.0636217	0.00744491	0.0105231	0.0237085	0.0515282	0.0257731	0.146502	0.0246711	0.0712703	0.00097519	0.00448077	0.0200381	0.0112019	0.00054192	0.0278298	0.00473562	0.0285906	0.00454119	0.00254204	0.0124826	0.0313878	0.015335	0.0180312	0.0121606	0.0683588	0.128158	0.0136714	0.476037	0.523963	0.4760369	3.430509
