Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-575.5446	-604.6173	29.07272	0.620604	0.0647756	0.0574532	0.123621	0.0399139	0.242678	0.423077	0.140045	0.223956	0.182215	0.0388095	0.00226932	0.0837606	0.0286815	0.0762965	0.01695	0.00363343	0.0435272	0.117666	0.0445738	0.0934442	0.240314	0.013844	0.0700423	0.00867857	0.14028	0.0118365	0.552549	0.0449147	0.240665	0.499245	0.805155	1.242	2.00302	4.15515	1.029902	0.165476	0.0172716	0.0153192	0.0329619	0.0106425	0.0647071	0.112808	0.0373413	0.0597151	0.0485854	0.0103481	0.000605085	0.0223337	0.00764756	0.0203435	0.0045195	0.00096881	0.011606	0.0313742	0.0118851	0.0249158	0.0640767	0.00369134	0.0186759	0.00231403	0.0374039	0.00315607	0.14733	0.0119759	0.437565	0.562435	0.437565	3.750409
396	-572.9994	-600.3004	27.30091	0.759881	0.0029426	0.195385	0.0277368	0.295378	0.16635	0.374355	0.199788	0.136165	0.0982187	0.13611	0.0267322	0.0147327	0.0453485	0.105403	0.00848484	0.0606511	0.638265	0.0569532	0.0981448	0.0102217	0.0530828	0.119758	0.185706	0.0247574	0.879293	0.162851	0.00471902	0.181788	0.525346	0.730567	0.906702	1.1029	1.3688	1.90351	0.4654388	0.149902	0.000580485	0.0385436	0.00547163	0.0582691	0.0328158	0.0738489	0.0394121	0.0268612	0.0193756	0.0268505	0.00527345	0.00290631	0.00894588	0.0207928	0.0016738	0.0119646	0.12591	0.0112351	0.019361	0.00201644	0.0104716	0.0236246	0.0366342	0.00488389	0.173458	0.0321255	0.00093092	0.0358612	0.602998	0.397002	0.6029977	5.069203
432	-583.3003	-611.0055	27.70513	0.483962	0.0200179	0.232477	0.0859517	0.0462302	0.179534	0.481675	0.372799	0.0132199	0.089505	0.11093	0.0428781	0.0194344	0.104526	0.0342541	0.00494771	0.0265082	0.134493	0.150483	0.0750146	0.0522893	0.172216	0.0451715	0.163486	0.0636147	0.682665	0.319675	0.0504155	0.442574	0.368263	0.614348	0.858992	1.16416	1.62774	2.71545	0.7223151	0.10295	0.00425827	0.0494533	0.0182839	0.00983424	0.0381911	0.102463	0.0793029	0.00281217	0.0190398	0.0235973	0.00912117	0.00413413	0.022235	0.00728664	0.00105249	0.00563891	0.0286098	0.0320113	0.0159573	0.0111231	0.0366343	0.00960903	0.0347772	0.0135323	0.145219	0.0680022	0.0107245	0.0941457	0.608732	0.391268	0.6087325	4.700948
468	-563.9455	-593.1767	29.23124	0.698647	0.05754	0.085689	0.0497608	0.0450708	0.108409	0.153817	0.221945	0.230667	0.171847	0.0772726	0.0133915	0.0335527	0.0814076	0.0121799	0.0199712	0.139001	0.0476016	0.159731	0.0501753	0.00626984	0.0406133	0.0701211	0.0654804	0.0804014	0.695491	0.0789063	0.0152345	0.246927	0.304518	0.55996	0.834506	1.19831	1.78584	3.28387	0.8597459	0.185953	0.0153149	0.0228071	0.0132444	0.0119961	0.0288542	0.0409402	0.0590731	0.0613946	0.0457391	0.020567	0.00356431	0.00893042	0.0216675	0.00324182	0.00531557	0.0369967	0.0126697	0.0425141	0.0133547	0.00166879	0.0108097	0.0186635	0.0174283	0.0213997	0.185113	0.0210018	0.00405484	0.0657225	0.573786	0.426214	0.5737861	3.757122
504	-565.3395	-596.904	31.56448	0.403779	0.0346555	0.101074	0.00279145	0.0870896	0.0467887	0.0640199	0.117489	0.0917319	0.0244736	0.0475561	0.00236729	0.0184833	0.0384596	0.0247844	0.0192977	0.0745579	0.0493346	0.0553665	0.0615009	0.00664768	0.0772548	0.0140453	0.0190847	0.0141737	0.429247	0.00878814	0.0178274	0.0795289	0.152074	0.399104	0.750838	1.33185	2.50561	6.57574	1.361819	0.198691	0.0170532	0.0497363	0.00137361	0.0428548	0.0230237	0.0315028	0.057814	0.0451392	0.0120429	0.0234013	0.00116489	0.00909521	0.0189251	0.0121958	0.00949597	0.0366883	0.0242765	0.0272446	0.0302632	0.00327118	0.0380154	0.00691136	0.00939115	0.00697457	0.211223	0.00432445	0.00877246	0.0391344	0.366482	0.633518	0.3664818	2.032199
540	-573.0759	-605.1477	32.07179	0.246706	0.0387082	0.0500005	0.0704803	0.0996899	0.0565354	0.0798148	0.110563	0.132108	0.0864756	0.0698334	0.0354299	0.00555672	0.0431714	0.0104163	0.00781915	0.0314631	0.0046201	0.0715838	0.0849079	0.032138	0.074078	0.00329442	0.0319972	0.045681	0.0802168	0.0209355	0.00878209	0.054087	0.152752	0.39997	0.751346	1.33094	2.50019	6.54658	1.358605	0.146232	0.0229437	0.029637	0.0417761	0.0590898	0.0335106	0.0473091	0.0655345	0.078305	0.0512572	0.0413927	0.0210005	0.00329366	0.0255892	0.0061741	0.00463469	0.0186493	0.0027385	0.0424303	0.0503279	0.0190493	0.0439087	0.00195272	0.0189659	0.0270768	0.0475473	0.0124092	0.00520546	0.0320593	0.515962	0.484038	0.5159617	1.687094
576	-564.3497	-596.5735	32.22379	0.294857	0.0168285	0.0526089	0.0098994	0.0201404	0.061527	0.0806861	0.111591	0.145718	0.0637562	0.0576611	0.00506704	0.00981454	0.0178351	0.0324935	0.0116984	0.0482137	0.0160186	0.0714174	0.193141	0.00571617	0.0241089	0.0155541	0.00160757	0.00733729	0.0250063	0.01282	0.00269186	0.080381	0.131246	0.37144	0.734198	1.36203	2.69222	7.61926	1.468321	0.197071	0.0112475	0.0351617	0.00661638	0.0134611	0.0411223	0.0539275	0.0745828	0.0973925	0.0426122	0.0385385	0.00338662	0.00655966	0.0119203	0.0217174	0.00781875	0.0322242	0.0107062	0.0477327	0.129088	0.00382047	0.0161135	0.0103958	0.00107444	0.00490396	0.0167133	0.00856841	0.00179914	0.0537236	0.598026	0.401974	0.5980259	1.496196
612	-573.2485	-604.0011	30.75258	0.279936	0.134949	0.0140753	0.0710377	0.02529	0.283694	0.0973558	0.181917	0.267785	0.0903619	0.102259	0.0260193	0.0206062	0.0812734	0.0648639	0.0245822	0.0330411	0.0473971	0.0366481	0.417984	0.0334651	0.138683	0.00664812	0.00504105	0.015346	0.0733877	0.0840582	0.0705746	0.114301	0.292628	0.549188	0.829464	1.2056	1.82087	3.41731	0.8885457	0.0984794	0.0474742	0.0049516	0.0249906	0.00889684	0.0998015	0.0342491	0.0639972	0.0942049	0.0317887	0.0359739	0.0091534	0.0072491	0.0285914	0.0228187	0.00864783	0.0116236	0.016674	0.0128925	0.147044	0.0117728	0.0487879	0.00233876	0.00177341	0.00539863	0.0258173	0.0295711	0.0248277	0.0402103	0.599306	0.400694	0.5993062	2.842581
648	-562.8812	-593.1684	30.28717	0.48387	0.0716075	0.128309	0.0455334	0.0613337	0.16199	0.0657842	0.286679	0.25544	0.133228	0.104212	0.0101613	0.0112742	0.0890164	0.0961403	0.0095944	0.0734786	0.0721681	0.122493	0.367406	0.00823273	0.070174	0.00971642	0.0486293	0.0102591	0.158604	0.115486	0.0611728	0.0881502	0.367636	0.613838	0.858769	1.16446	1.6291	2.72008	0.723547	0.150263	0.0222374	0.0398456	0.0141402	0.0190469	0.0503052	0.020429	0.0890268	0.0793256	0.0413734	0.0323624	0.00315554	0.00350115	0.0276436	0.0298559	0.00297949	0.0228184	0.0224115	0.0380397	0.114096	0.00255664	0.0217922	0.00301739	0.0151016	0.00318591	0.0492536	0.0358637	0.0189969	0.0273746	0.706675	0.293325	0.7066747	3.220144
684	-564.8804	-595.9476	31.06715	0.294976	0.086785	0.0629073	0.0348236	0.0166625	0.0708396	0.101346	0.165512	0.210974	0.0359521	0.115963	0.0112322	0.0724432	0.0133375	0.0170175	0.00408892	0.138	0.0172838	0.146424	0.290549	0.0159749	0.11455	0.0127092	0.0324786	0.0340277	0.131147	0.106429	0.00552948	0.134727	0.2069	0.463762	0.786847	1.2709	2.15628	4.83325	1.139208	0.118241	0.0347879	0.0252165	0.0139591	0.00667918	0.0283961	0.0406246	0.0663458	0.0845691	0.0144115	0.046484	0.00450243	0.0290389	0.00534635	0.00682149	0.00163905	0.0553174	0.00692823	0.0586944	0.116467	0.00640358	0.0459174	0.00509452	0.0130191	0.0136401	0.0525706	0.0426623	0.0022165	0.0540056	0.434165	0.565835	0.4341646	2.494691
720	-573.0238	-605.3905	32.36669	0.0723787	0.0229442	0.0425994	0.0141864	0.000128561	0.0215133	0.0781761	0.0112684	0.0658804	0.0378028	0.0283837	0.00748166	0.00155316	0.0289407	0.012159	0.00209275	0.0244098	0.0127787	0.0401786	0.0985359	0.00258894	0.0533902	0.00577228	0.0138669	0.00592248	0.147518	0.0260802	0.000129608	0.059771	0.065174	0.26401	0.660019	1.51511	3.78773	15.3435	1.97448	0.0771273	0.0244496	0.0453942	0.0151172	0.000136995	0.0229247	0.083305	0.0120077	0.0702027	0.0402829	0.0302459	0.00797252	0.00165506	0.0308394	0.0129567	0.00223005	0.0260113	0.013617	0.0428146	0.105001	0.0027588	0.056893	0.00615099	0.0147767	0.00631104	0.157196	0.0277913	0.000138111	0.0636924	0.5956	0.4044	0.5955995	0.9384317
756	-563.7498	-595.9548	32.20504	0.249486	0.0461632	0.0498589	0.00740805	0.0251112	0.00190031	0.0876813	0.0490551	0.188736	0.0199489	0.0789733	0.0050872	0.0066058	0.0160815	0.0202799	0.00558013	0.117456	0.0220267	0.0189445	0.118945	0.00303152	0.0851184	0.00814901	0.0472057	0.057447	0.0733393	0.00395703	0.00256773	0.0749624	0.126696	0.365103	0.730267	1.36936	2.73896	7.89292	1.493836	0.167316	0.030959	0.0334375	0.00496816	0.0168406	0.00127443	0.0588028	0.0328984	0.126574	0.0133786	0.0529628	0.00341169	0.00443013	0.0107849	0.0136005	0.00374227	0.0787711	0.014772	0.012705	0.0797698	0.00203307	0.057084	0.00546507	0.0316581	0.0385264	0.0491844	0.00265375	0.00172203	0.050273	0.491123	0.508877	0.4911229	1.491107
792	-572.2456	-604.2014	31.95578	0.054701	0.00817775	0.00495345	0.0279819	0.00674139	0.0141805	0.0326738	0.0162466	0.0417938	0.0637618	0.015652	0.00203375	0.00201343	0.0077233	0.00489052	0.00227448	0.00545246	0.0170221	0.0593094	0.00122129	0.00196203	0.00144243	0.00280063	0.00143244	0.0079475	0.021366	0.00356201	0.00447101	0.00162966	0.0265612	0.170413	0.575762	1.73683	5.86811	37.6489	2.623513	0.125629	0.0187814	0.0113763	0.0642644	0.0154826	0.0325674	0.07504	0.0373127	0.0959854	0.146438	0.035947	0.0046708	0.00462413	0.0177377	0.0112318	0.00522366	0.0125223	0.0390937	0.136212	0.00280486	0.00450609	0.00331274	0.00643204	0.00328981	0.0182525	0.0490701	0.00818066	0.0102683	0.00374273	0.573137	0.426863	0.5731367	0.4354185
828	-568.56	-599.3166	30.7566	0.782411	0.0552514	0.0642079	0.0442587	0.0229961	0.0993249	0.198541	0.0311769	0.289936	0.119912	0.0922684	0.00470604	0.0170692	0.0162871	0.0123501	0.0297794	0.00479793	0.0553524	0.0929098	0.0431931	0.00825526	0.0118448	0.0650844	0.0251976	0.287769	0.0888106	0.0282594	0.0613219	0.00533878	0.194054	0.449488	0.77921	1.28335	2.22475	5.15319	1.185556	0.294293	0.020782	0.0241509	0.0166473	0.00864968	0.0373597	0.0746786	0.0117267	0.109056	0.0451034	0.0347055	0.00177011	0.00642034	0.00612616	0.00464534	0.0112011	0.00180468	0.02082	0.0349467	0.0162465	0.0031051	0.00445526	0.0244806	0.00947772	0.10824	0.0334049	0.0106294	0.0230654	0.00200811	0.476515	0.523485	0.4765154	2.658612
864	-574.2975	-602.4204	28.12285	0.308554	0.12593	0.115777	0.0293295	0.0559005	0.0698143	0.379667	0.471409	0.169635	0.247696	0.102055	0.0337403	0.00262309	0.0195896	0.0326414	0.000372779	0.0649623	0.19016	0.780157	0.023102	0.0233743	0.0287496	0.243936	0.00918982	0.294797	0.0266381	0.0245803	0.108064	0.0790696	0.137009	0.379306	0.739014	1.35315	2.63639	7.2988	1.437251	0.0759702	0.0310057	0.0285059	0.00722131	0.0137635	0.0171892	0.0934791	0.116067	0.0417663	0.0609862	0.0251274	0.00830732	0.000645841	0.00482324	0.00803675	9.17832e-05	0.0159946	0.04682	0.192085	0.00568801	0.00575507	0.00707855	0.0600603	0.00226266	0.0725829	0.00655867	0.00605201	0.0266069	0.019468	0.433241	0.566759	0.4332409	4.061514
900	-579.0008	-607.0219	28.02112	0.922689	0.148816	0.0743641	0.0461927	0.223148	0.161079	0.138632	0.366728	0.493031	0.0627262	0.261613	0.0133578	0.0699104	0.0878178	0.110289	0.0294446	0.197127	0.0529674	0.0360445	0.0739176	0.261609	0.0660903	0.0163422	0.130217	0.11453	0.0486323	0.245365	0.141749	0.0504238	0.496338	0.710608	0.8989	1.11247	1.40725	2.01476	0.5065083	0.198648	0.032039	0.01601	0.00994492	0.0480419	0.034679	0.0298464	0.0789537	0.106146	0.0135044	0.0563233	0.00287582	0.0150511	0.0189065	0.0237442	0.0063392	0.0424399	0.0114035	0.00776009	0.0159139	0.0563223	0.0142287	0.00351835	0.0280348	0.0246573	0.0104702	0.0528252	0.0305174	0.0108558	0.458537	0.541463	0.4585371	4.644854
936	-564.1303	-594.6863	30.55591	0.349264	0.0128136	0.115066	0.0198161	0.135266	0.0502062	0.162761	0.0702636	0.221976	0.0286341	0.0440049	0.0274811	0.0174405	0.032294	0.014044	0.00650059	0.123167	0.497647	0.0195883	0.250378	0.094587	0.0105133	0.0294705	0.0318814	0.0906601	0.061987	0.0323751	0.130682	0.0252811	0.163586	0.413563	0.759221	1.31714	2.41801	6.113	1.309057	0.129068	0.00473518	0.0425218	0.00732288	0.0499866	0.0185533	0.0601471	0.0259654	0.0820296	0.0105815	0.0162617	0.0101554	0.00644499	0.011934	0.00518984	0.00240224	0.0455153	0.183902	0.00723872	0.0925254	0.0349539	0.00388511	0.0108906	0.0117815	0.0335028	0.0229068	0.011964	0.0482924	0.00934246	0.569748	0.430252	0.5697477	2.706049
972	-574.4411	-605.9773	31.53615	0.0391603	0.00493599	0.130317	0.0249112	0.130891	0.112235	0.128886	0.131402	0.144069	0.0244538	0.102559	0.00532183	0.00187618	0.0827719	0.00738914	0.00189224	0.116513	0.300394	0.0662657	0.412228	0.011184	0.0397199	0.0264057	0.00461294	0.0168506	0.0251835	0.0284303	0.0569775	0.0282255	0.21115	0.468383	0.789285	1.26697	2.135	4.73597	1.124506	0.0177512	0.00223747	0.059072	0.0112922	0.0593325	0.0508757	0.0584234	0.0595642	0.0653061	0.0110848	0.0464895	0.00241237	0.000850466	0.0375202	0.00334947	0.000857745	0.0528148	0.136168	0.030038	0.186861	0.00506968	0.0180049	0.0119696	0.00209103	0.00763832	0.0114156	0.0128873	0.0258277	0.0127945	0.428692	0.571308	0.4286919	2.206062
1008	-567.1886	-597.3097	30.12103	0.57131	0.0121813	0.0835757	0.0263117	0.200301	0.215712	0.175625	0.0563794	0.168832	0.243133	0.0910674	0.012119	0.00602888	0.0341252	0.0120582	0.00112322	0.0557734	0.18257	0.116909	0.445894	0.0290249	0.0439739	0.0291143	0.0185168	0.063322	0.072798	0.00192368	0.0377734	0.0578995	0.203846	0.46041	0.785068	1.27377	2.17198	4.90567	1.149963	0.186375	0.00397385	0.0272644	0.00858351	0.0653431	0.0703706	0.057293	0.0183923	0.055077	0.0793159	0.0297084	0.0039535	0.00196677	0.0111325	0.00393366	0.000366421	0.0181946	0.0595588	0.0381386	0.145461	0.00946864	0.0143454	0.00949779	0.00604062	0.0206572	0.0237485	0.00062755	0.0123226	0.0188882	0.632949	0.367051	0.6329494	3.065376
1044	-576.1622	-607.7992	31.63692	0.283908	0.0571415	0.0377999	0.158751	0.0339144	0.0838243	0.0781417	0.108392	0.086733	0.103227	0.0636077	0.00931868	0.0395684	0.020565	0.0218872	0.00552926	0.0478781	0.0150063	0.0273607	0.00300746	0.139548	0.00134709	0.224013	0.0221737	0.0750463	0.0372936	0.00807153	0.137575	0.0379034	0.147301	0.392945	0.747204	1.33832	2.54489	6.78883	1.384878	0.144223	0.0290274	0.0192021	0.0806442	0.0172282	0.0425821	0.0396954	0.0550625	0.0440597	0.0524384	0.0323122	0.00473382	0.0201004	0.0104468	0.0111185	0.00280882	0.0243217	0.00762309	0.013899	0.00152777	0.0708894	0.000684309	0.113797	0.0112641	0.038123	0.0189449	0.00410027	0.0698873	0.0192547	0.632	0.368	0.6320004	1.968534
